"","when","temperature","wind_speed","wind_dir","rel_humidity","pressure","solar_radiation","rainfall"
"27",2015-01-01 04:20:00,-9.75,1.65,246.8,65.17,982,0,0
"28",2015-01-01 04:30:00,-9.45,1.25,221.5,64.25,982,0,0
"29",2015-01-01 04:40:00,-9.34,1.328,198.5,63.62,982,0,0
"30",2015-01-01 04:50:00,-9.47,1.5,157.4,63.41,983,0,0
"31",2015-01-01 05:00:00,-9.65,1.482,152.3,63.96,983,0,0
"32",2015-01-01 05:10:00,-9.43,1.854,153,63.84,983,0,0
"33",2015-01-01 05:20:00,-9.64,1.768,149.1,64.22,983,0,0
"34",2015-01-01 05:30:00,-9.84,1.775,147.8,64.84,983,0,0
"35",2015-01-01 05:40:00,-9.89,2.442,141.9,65.41,983,0,0
"36",2015-01-01 05:50:00,-9.81,2.345,147.4,65.83,983,0,0
"37",2015-01-01 06:00:00,-9.82,1.895,168.3,65.43,983,0,0
"38",2015-01-01 06:10:00,-9.72,1.624,175.5,65.22,983,0,0
"39",2015-01-01 06:20:00,-9.64,2.081,166.3,64.63,983,0,0
"40",2015-01-01 06:30:00,-9.6,1.937,158.4,64.39,983,0,0
"41",2015-01-01 06:40:00,-9.71,1.464,169.5,64.55,983,0,0
"42",2015-01-01 06:50:00,-9.89,1.138,192.9,64.77,983,0,0
"43",2015-01-01 07:00:00,-9.77,1.344,201.6,64.63,983,0,0
"44",2015-01-01 07:10:00,-9.49,1.483,197.5,63.95,984,0,0
"45",2015-01-01 07:20:00,-9.34,1.234,203.1,63.27,984,0.151,0
"46",2015-01-01 07:30:00,-9.27,1.403,211.3,63.08,984,6.211,0
"47",2015-01-01 07:40:00,-9,1.289,209,62.99,984,17.05,0
"48",2015-01-01 07:50:00,-8.55,2.127,211.6,62.38,984,32.49,0
"49",2015-01-01 08:00:00,-8.01,1.401,203,61.63,984,50.34,0
"50",2015-01-01 08:10:00,-7.452,1.462,203.3,60.34,984,72.04,0
"51",2015-01-01 08:20:00,-6.927,1.279,184.8,59.17,984,94.9,0
"52",2015-01-01 08:30:00,-6.578,1.326,180.2,58.16,984,119.3,0
"53",2015-01-01 08:40:00,-6.277,1.282,191,56.93,984,144.1,0
"54",2015-01-01 08:50:00,-5.885,1.769,211.4,56.47,984,168.1,0
"55",2015-01-01 09:00:00,-5.682,1.631,175.1,55.56,984,193.5,0
"56",2015-01-01 09:10:00,-5.394,1.494,183.6,53.99,984,217.7,0
"57",2015-01-01 09:20:00,-4.991,1.788,182.2,52.94,984,240.9,0
"58",2015-01-01 09:30:00,-4.841,2.303,179.1,51.67,984,264.2,0
"59",2015-01-01 09:40:00,-4.742,2.268,196.3,50.59,984,286.7,0
"60",2015-01-01 09:50:00,-4.405,2.279,201.8,49.49,984,307.5,0
"61",2015-01-01 10:00:00,-4.084,2.624,211.9,47.59,984,326.9,0
"62",2015-01-01 10:10:00,-3.713,2.385,213.3,46.54,984,343.9,0
"63",2015-01-01 10:20:00,-3.281,2.067,213.8,45.41,984,357.5,0
"64",2015-01-01 10:30:00,-2.756,2.322,219.5,43.7,984,375.7,0
"65",2015-01-01 10:40:00,-2.441,2.381,206.7,42.8,984,388.7,0
"66",2015-01-01 10:50:00,-2.286,2.302,215.6,41.31,983,401.1,0
"67",2015-01-01 11:00:00,-1.948,2.322,246.3,40.23,983,413.5,0
"68",2015-01-01 11:10:00,-1.413,2.648,260.6,39.22,983,422.7,0
"69",2015-01-01 11:20:00,-1.689,3.242,234.3,38.42,983,430.6,0
"70",2015-01-01 11:30:00,-1.765,3.399,267.2,38.28,983,434.2,0
"71",2015-01-01 11:40:00,-1.521,2.677,254.2,37.84,983,431.9,0
"72",2015-01-01 11:50:00,-1.605,3.298,268.7,36.94,983,441.7,0
"73",2015-01-01 12:00:00,-1.508,3.321,248.4,36.7,982,453.2,0
"74",2015-01-01 12:10:00,-1.418,2.365,200.8,36.64,982,427.7,0
"75",2015-01-01 12:20:00,-1.465,2.693,205.4,36.39,982,394.5,0
"76",2015-01-01 12:30:00,-1.665,3.101,190.5,36.47,982,391.1,0
"77",2015-01-01 12:40:00,-1.756,2.985,201.5,36.7,981,460,0
"78",2015-01-01 12:50:00,-1.145,2.213,208.8,36,981,457.8,0
"79",2015-01-01 13:00:00,-1.176,3.406,218.8,34.94,981,405.2,0
"80",2015-01-01 13:10:00,-1.152,2.403,197.4,35.63,981,415.2,0
"81",2015-01-01 13:20:00,-0.818,2.714,191.4,35.25,981,401.4,0
"82",2015-01-01 13:30:00,-1.002,2.922,207.6,34.71,980,367.1,0
"83",2015-01-01 13:40:00,-0.919,2.525,217.9,34.73,980,359.5,0
"84",2015-01-01 13:50:00,-0.867,3.101,188.8,34.69,980,370.2,0
"85",2015-01-01 14:00:00,-0.711,2.225,232,34.72,980,356.4,0
"86",2015-01-01 14:10:00,-0.445,2.629,219.3,33.45,980,343.1,0
"87",2015-01-01 14:20:00,-0.334,2.855,216.1,32.99,980,313.6,0
"88",2015-01-01 14:30:00,-0.572,3.168,215.5,32.89,979,312.1,0
"89",2015-01-01 14:40:00,-0.698,3.613,223.1,33.1,979,280.8,0
"90",2015-01-01 14:50:00,-0.875,2.929,230,33.7,979,243.5,0
"91",2015-01-01 15:00:00,-0.754,3.102,230.1,33.78,979,214.9,0
"92",2015-01-01 15:10:00,-0.834,2.729,227.3,34.06,979,194.3,0
"93",2015-01-01 15:20:00,-0.758,3.09,217.6,33.83,979,166.6,0
"94",2015-01-01 15:30:00,-0.946,3.004,219.1,33.96,979,140.8,0
"95",2015-01-01 15:40:00,-0.995,2.399,220.4,34.14,979,112.9,0
"96",2015-01-01 15:50:00,-1.116,2.948,225.5,34.27,979,85.8,0
"97",2015-01-01 16:00:00,-1.319,2.588,222.9,34.67,979,61.19,0
"98",2015-01-01 16:10:00,-1.619,2.518,220.3,35.18,979,33.94,0
"99",2015-01-01 16:20:00,-2.026,2.052,212.2,35.9,979,10.29,0
"100",2015-01-01 16:30:00,-2.496,2.551,203.7,36.89,979,3.345,0
"101",2015-01-01 16:40:00,-2.701,2.485,200.8,37.91,979,0.145,0
"102",2015-01-01 16:50:00,-2.799,2.183,204.7,38.6,979,0,0
"103",2015-01-01 17:00:00,-2.964,1.542,201.9,39.03,979,0,0
"104",2015-01-01 17:10:00,-3.137,1.747,196.7,39.57,979,0,0
"105",2015-01-01 17:20:00,-3.223,1.804,202.1,40.1,979,0,0
"106",2015-01-01 17:30:00,-3.25,1.896,184.3,40.52,979,0,0
"107",2015-01-01 17:40:00,-3.34,1.52,191.2,40.99,979,0,0
"108",2015-01-01 17:50:00,-3.44,1.707,195.7,41.23,979,0,0
"109",2015-01-01 18:00:00,-3.465,1.617,198.7,41.41,979,0,0
"110",2015-01-01 18:10:00,-3.616,1.547,184.2,41.69,979,0,0
"111",2015-01-01 18:20:00,-3.821,1.393,180.2,42.25,979,0,0
"112",2015-01-01 18:30:00,-3.978,1.668,190.6,42.84,979,0,0
"113",2015-01-01 18:40:00,-4.05,1.723,192.5,43.39,979,0,0
"114",2015-01-01 18:50:00,-4.121,1.795,183.4,43.78,979,0,0
"115",2015-01-01 19:00:00,-4.206,1.799,181.9,44.24,979,0,0
"116",2015-01-01 19:10:00,-4.29,1.684,189.5,44.64,979,0,0
"117",2015-01-01 19:20:00,-4.356,1.811,190.2,45.1,979,0,0
"118",2015-01-01 19:30:00,-4.363,1.98,191.7,45.7,979,0,0
"119",2015-01-01 19:40:00,-4.394,1.697,188.9,46.19,979,0,0
"120",2015-01-01 19:50:00,-4.375,1.926,187.4,46.51,979,0,0
"121",2015-01-01 20:00:00,-4.314,2.149,184.8,46.86,979,0,0
"122",2015-01-01 20:10:00,-4.277,2.057,188.3,47.12,979,0,0
"123",2015-01-01 20:20:00,-4.325,1.726,193.7,47.36,979,0,0
"124",2015-01-01 20:30:00,-4.373,2.04,195.5,47.66,979,0,0
"125",2015-01-01 20:40:00,-4.383,2.059,195.2,48.14,979,0,0
"126",2015-01-01 20:50:00,-4.413,2.199,191.8,48.61,979,0,0
"127",2015-01-01 21:00:00,-4.47,1.836,189.7,48.95,979,0,0
"128",2015-01-01 21:10:00,-4.554,2.096,180.3,49.32,979,0,0
"129",2015-01-01 21:20:00,-4.615,1.928,180.1,49.82,979,0,0
"130",2015-01-01 21:30:00,-4.731,1.87,181.8,50.3,979,0,0
"131",2015-01-01 21:40:00,-4.784,2.005,173.2,50.87,979,0,0
"132",2015-01-01 21:50:00,-4.888,1.866,169.4,51.23,979,0,0
"133",2015-01-01 22:00:00,-4.885,1.501,170.6,51.68,979,0,0
"134",2015-01-01 22:10:00,-5.01,1.391,181.9,52.18,979,0,0
"135",2015-01-01 22:20:00,-5.001,1.412,185.6,52.59,979,0,0
"136",2015-01-01 22:30:00,-4.853,1.768,182.1,52.98,980,0,0
"137",2015-01-01 22:40:00,-4.825,1.522,181.9,53.08,980,0,0
"138",2015-01-01 22:50:00,-4.879,1.464,178.3,53.29,980,0,0
"139",2015-01-01 23:00:00,-4.93,1.355,186.4,53.74,980,0,0
"140",2015-01-01 23:10:00,-4.926,1.41,189.3,54.11,980,0,0
"141",2015-01-01 23:20:00,-4.933,1.072,197.2,54.68,980,0,0
"142",2015-01-01 23:30:00,-4.775,1.255,191,54.94,980,0,0
"143",2015-01-01 23:40:00,-4.531,0.994,193.8,55.02,980,0,0
"144",2015-01-01 23:50:00,-4.434,1.109,190.2,54.88,980,0,0
"145",2015-01-02 00:00:00,-4.405,1.261,194.3,54.75,980,0,0
"146",2015-01-02 00:10:00,-4.525,1.279,192.4,54.82,980,0,0
"147",2015-01-02 00:20:00,-4.58,1.432,187.1,55.04,980,0,0
"148",2015-01-02 00:30:00,-4.66,0.847,193.3,55.72,980,0,0
"149",2015-01-02 00:40:00,-4.769,1,195.8,55.86,981,0,0
"150",2015-01-02 00:50:00,-4.683,1.342,187,55.76,981,0,0
"151",2015-01-02 01:00:00,-4.654,1.435,176.3,55.98,981,0,0
"152",2015-01-02 01:10:00,-4.673,1.311,173.1,56.36,980,0,0
"153",2015-01-02 01:20:00,-4.691,1.108,190.1,56.85,980,0,0
"154",2015-01-02 01:30:00,-4.659,0.843,189.9,57.14,980,0,0
"155",2015-01-02 01:40:00,-4.632,0.92,197,57.07,980,0,0
"156",2015-01-02 01:50:00,-4.592,0.751,201.9,57.16,980,0,0
"157",2015-01-02 02:00:00,-4.678,0.828,202.4,57.28,980,0,0
"158",2015-01-02 02:10:00,-4.645,0.863,205.5,57.13,980,0,0
"159",2015-01-02 02:20:00,-4.521,0.683,203,57.18,981,0,0
"160",2015-01-02 02:30:00,-4.541,1.165,182.9,57.08,981,0,0
"161",2015-01-02 02:40:00,-4.466,1.415,188.5,57.17,981,0,0
"162",2015-01-02 02:50:00,-4.299,1.346,203,57.53,981,0,0
"163",2015-01-02 03:00:00,-4.241,0.885,222.6,57.27,981,0,0
"164",2015-01-02 03:10:00,-4.468,1.024,208,57.56,981,0,0
"165",2015-01-02 03:20:00,-4.188,1.243,194.5,57.24,981,0,0
"166",2015-01-02 03:30:00,-3.874,1.334,203,56.97,981,0,0
"167",2015-01-02 03:40:00,-3.609,1.304,203,56.81,981,0,0
"168",2015-01-02 03:50:00,-3.492,0.978,204,56.44,981,0,0
"169",2015-01-02 04:00:00,-3.497,1.05,201.9,56.4,981,0,0
"170",2015-01-02 04:10:00,-3.476,0.957,217.2,56.44,981,0,0
"171",2015-01-02 04:20:00,-3.523,0.97,215.5,56.51,981,0,0
"172",2015-01-02 04:30:00,-3.586,0.554,198.8,56.56,981,0,0
"173",2015-01-02 04:40:00,-3.572,0.696,182.7,56.69,981,0,0
"174",2015-01-02 04:50:00,-3.518,0.884,203.9,56.72,981,0,0
"175",2015-01-02 05:00:00,-3.552,0.931,223,56.81,981,0,0
"176",2015-01-02 05:10:00,-3.578,0.537,206.2,56.98,982,0,0
"177",2015-01-02 05:20:00,-3.57,0.851,224.6,57.14,982,0,0
"178",2015-01-02 05:30:00,-3.375,1.721,217.8,57.11,982,0,0
"179",2015-01-02 05:40:00,-3.214,1.563,220.8,56.95,982,0,0
"180",2015-01-02 05:50:00,-3.138,1.072,213.7,56.87,982,0,0
"181",2015-01-02 06:00:00,-3.178,0.296,201,56.81,982,0,0
"182",2015-01-02 06:10:00,-3.239,0.342,220.9,56.89,983,0,0
"183",2015-01-02 06:20:00,-3.255,0.239,258.4,56.95,983,0,0
"184",2015-01-02 06:30:00,-3.176,0.409,197.1,57.04,983,0,0
"185",2015-01-02 06:40:00,-3.133,0.526,241,56.97,983,0,0
"186",2015-01-02 06:50:00,-3.006,1.049,266.9,57.55,983,0,0
"187",2015-01-02 07:00:00,-2.405,1.457,254.2,57.73,983,0,0
"188",2015-01-02 07:10:00,-2.19,1.783,252.9,57.61,983,0,0
"189",2015-01-02 07:20:00,-2.024,2.02,250.5,58.25,984,0.047,0
"190",2015-01-02 07:30:00,-1.862,1.953,260.5,58.79,984,2.372,0
"191",2015-01-02 07:40:00,-1.863,1.636,254.1,59.1,984,8.18,0
"192",2015-01-02 07:50:00,-1.62,1.261,251.6,59.36,984,22.6,0
"193",2015-01-02 08:00:00,-1.417,1.49,253.6,59.11,985,32.14,0
"194",2015-01-02 08:10:00,-1.203,1.831,255.5,58.54,985,25.66,0
"195",2015-01-02 08:20:00,-1.447,1.076,246,58.56,985,34.72,0
"196",2015-01-02 08:30:00,-1.512,1.202,244.3,58.85,985,55.34,0
"197",2015-01-02 08:40:00,-1.283,1.777,270.4,58.74,985,63.76,0
"198",2015-01-02 08:50:00,-0.961,2.234,281.9,57.92,985,66.26,0
"199",2015-01-02 09:00:00,-0.763,2.297,276.8,56.86,985,68.55,0
"200",2015-01-02 09:10:00,-0.538,2.714,274.5,55.56,986,87.2,0
"201",2015-01-02 09:20:00,-0.018,2.844,272.4,54.13,986,168.3,0
"202",2015-01-02 09:30:00,0.687,2.516,286.2,52.11,986,149.3,0
"203",2015-01-02 09:40:00,0.663,3.154,281,51.17,986,127.7,0
"204",2015-01-02 09:50:00,0.622,2.619,285.8,50.69,986,161.2,0
"205",2015-01-02 10:00:00,0.948,2.238,284.4,49.92,986,149.3,0
"206",2015-01-02 10:10:00,0.898,3.615,279.9,48.91,986,154.7,0
"207",2015-01-02 10:20:00,0.946,3.326,287.4,48.69,986,216.1,0
"208",2015-01-02 10:30:00,1.217,3.628,280.4,48.09,986,204,0
"209",2015-01-02 10:40:00,1.352,4.097,284.8,47.73,986,303.4,0
"210",2015-01-02 10:50:00,1.844,4.198,283.4,47.1,986,409.3,0
"211",2015-01-02 11:00:00,2.383,3.096,278.8,45.6,986,430.5,0
"212",2015-01-02 11:10:00,2.466,3.431,284.7,44.22,986,305.6,0
"213",2015-01-02 11:20:00,2.044,2.578,296.6,45.38,986,161.7,0
"214",2015-01-02 11:30:00,1.558,3.198,294.8,47.93,986,217.1,0
"215",2015-01-02 11:40:00,1.37,4.222,300.1,53.87,986,372.4,0
"216",2015-01-02 11:50:00,1.573,2.832,289.4,57.55,986,278.7,0
"217",2015-01-02 12:00:00,1.013,3.799,296.6,55.01,986,192.7,0
"218",2015-01-02 12:10:00,1.063,4.129,287.4,53.34,986,187.5,0
"219",2015-01-02 12:20:00,0.929,3.611,293.1,51.69,986,226.6,0
"220",2015-01-02 12:30:00,1.304,4.264,295.8,49.73,986,263.4,0
"221",2015-01-02 12:40:00,1.294,3.226,300.6,49.61,986,267.8,0
"222",2015-01-02 12:50:00,1.997,3.642,306.8,48.27,986,337,0
"223",2015-01-02 13:00:00,1.468,4.061,305.2,48.08,986,118.3,0
"224",2015-01-02 13:10:00,0.796,4.41,292.9,49.02,986,188.1,0
"225",2015-01-02 13:20:00,0.766,5.113,290.9,48.18,986,251,0
"226",2015-01-02 13:30:00,1.078,4.707,294.2,46.7,987,342,0
"227",2015-01-02 13:40:00,1.307,5.918,287,44.95,987,299.3,0
"228",2015-01-02 13:50:00,1.402,4.815,287.6,44.41,987,283.5,0
"229",2015-01-02 14:00:00,1.32,5.591,292,44.06,987,307.5,0
"230",2015-01-02 14:10:00,1.434,5.463,294.7,42.53,987,277.1,0
"231",2015-01-02 14:20:00,1.174,5.18,293.8,41.43,987,174,0
"232",2015-01-02 14:30:00,0.924,4.917,296.9,43.48,987,262,0
"233",2015-01-02 14:40:00,1.289,5.702,302.7,44.35,988,292,0
"234",2015-01-02 14:50:00,1.314,3.58,296.2,43.82,988,227.6,0
"235",2015-01-02 15:00:00,1.369,4.047,307.9,43.62,988,232.6,0
"236",2015-01-02 15:10:00,1.031,4.459,300.7,43.72,988,163,0
"237",2015-01-02 15:20:00,0.533,3.835,300.8,45.2,988,85.1,0
"238",2015-01-02 15:30:00,-0.102,2.889,293.9,47.01,989,41.73,0
"239",2015-01-02 15:40:00,-0.439,3.167,299.7,48.64,989,43.37,0
"240",2015-01-02 15:50:00,-0.536,3.157,297.7,49.27,989,43.23,0
"241",2015-01-02 16:00:00,-0.568,2.52,300.1,49.33,989,35.71,0
"242",2015-01-02 16:10:00,-0.572,2.61,290.6,49.36,989,26.2,0
"243",2015-01-02 16:20:00,-0.674,2.632,287.3,49.17,989,11,0
"244",2015-01-02 16:30:00,-0.889,2.127,295,49.84,990,2.348,0
"245",2015-01-02 16:40:00,-0.916,2.998,300.1,50.86,990,0.184,0
"246",2015-01-02 16:50:00,-0.933,3.062,302.3,51.32,990,0,0
"247",2015-01-02 17:00:00,-0.984,2.907,300.1,51.92,990,0,0
"248",2015-01-02 17:10:00,-1.099,2.573,306.8,52.73,990,0,0
"249",2015-01-02 17:20:00,-1.215,2.915,291.7,53.51,990,0,0
"250",2015-01-02 17:30:00,-1.273,1.648,301.5,54,991,0,0
"251",2015-01-02 17:40:00,-1.452,1.82,303.8,54.55,991,0,0
"252",2015-01-02 17:50:00,-1.469,1.458,320.2,54.92,991,0,0
"253",2015-01-02 18:00:00,-1.572,1.974,305.5,55.01,991,0,0
"254",2015-01-02 18:10:00,-1.526,2.743,302.3,54.51,991,0,0
"255",2015-01-02 18:20:00,-1.642,1.274,320.7,54.47,992,0,0
"256",2015-01-02 18:30:00,-1.663,2.049,306.4,54.49,992,0,0
"257",2015-01-02 18:40:00,-1.366,2.604,311.4,54.88,992,0,0
"258",2015-01-02 18:50:00,-1.284,2.607,299.1,54.25,992,0,0
"259",2015-01-02 19:00:00,-1.334,1.769,312.3,54.07,993,0,0
"260",2015-01-02 19:10:00,-1.411,1.701,323.9,53.92,993,0,0
"261",2015-01-02 19:20:00,-1.404,1.807,309.6,54.4,993,0,0
"262",2015-01-02 19:30:00,-1.421,2.569,297.6,54.07,993,0,0
"263",2015-01-02 19:40:00,-1.515,1.801,287.1,54.09,993,0,0
"264",2015-01-02 19:50:00,-1.56,2.642,300.3,52.69,993,0,0
"265",2015-01-02 20:00:00,-1.573,2.376,304.9,51.99,993,0,0
"266",2015-01-02 20:10:00,-1.592,2.762,312.5,51.97,994,0,0
"267",2015-01-02 20:20:00,-1.639,2.504,308,51.85,994,0,0
"268",2015-01-02 20:30:00,-1.713,3.106,303.9,51.66,994,0,0
"269",2015-01-02 20:40:00,-1.772,2.144,310.8,51.75,994,0,0
"270",2015-01-02 20:50:00,-1.842,2.438,313.7,51.92,994,0,0
"271",2015-01-02 21:00:00,-1.872,2.544,308.7,52.54,995,0,0
"272",2015-01-02 21:10:00,-1.998,1.81,309.6,52.73,995,0,0
"273",2015-01-02 21:20:00,-2.128,1.998,300.6,53.08,995,0,0
"274",2015-01-02 21:30:00,-2.212,2.555,296.3,53.54,995,0,0
"275",2015-01-02 21:40:00,-2.236,2.098,296,53.13,995,0,0
"276",2015-01-02 21:50:00,-2.228,2.094,303.4,52.81,995,0,0
"277",2015-01-02 22:00:00,-2.331,0.874,313.1,53.03,996,0,0
"278",2015-01-02 22:10:00,-2.507,0.699,319.7,53.34,996,0,0
"279",2015-01-02 22:20:00,-2.45,1.887,321.5,53.6,996,0,0
"280",2015-01-02 22:30:00,-2.375,2.238,307.4,53.3,996,0,0
"281",2015-01-02 22:40:00,-2.516,1.1,321.8,53.4,997,0,0
"282",2015-01-02 22:50:00,-2.589,2.503,320,54.55,997,0,0
"283",2015-01-02 23:00:00,-2.69,2.107,320.6,55.13,997,0,0
"284",2015-01-02 23:10:00,-2.852,2.124,322.2,55.64,997,0,0
"285",2015-01-02 23:20:00,-2.983,1.613,325.4,56.24,997,0,0
"286",2015-01-02 23:30:00,-3.137,2.448,334.7,57.75,997,0,0
"287",2015-01-02 23:40:00,-3.308,1.565,344.6,58.16,997,0,0
"288",2015-01-02 23:50:00,-3.52,1.678,340.7,58.71,997,0,0
"289",2015-01-03 00:00:00,-3.574,1.936,346.3,59.85,997,0,0
"290",2015-01-03 00:10:00,-3.69,1.453,337.9,60.18,997,0,0
"291",2015-01-03 00:20:00,-3.909,1.055,353,60.72,997,0,0
"292",2015-01-03 00:30:00,-3.991,0.736,339.2,61.13,997,0,0
"293",2015-01-03 00:40:00,-4.128,0.637,328.4,61.28,998,0,0
"294",2015-01-03 00:50:00,-4.274,0.56,355.4,61.6,998,0,0
"295",2015-01-03 01:00:00,-4.406,0.856,318.7,62.29,998,0,0
"296",2015-01-03 01:10:00,-4.442,1.394,310.1,62.98,998,0,0
"297",2015-01-03 01:20:00,-4.49,0.887,317.3,63.04,998,0,0
"298",2015-01-03 01:30:00,-4.676,0.673,337.6,63.33,999,0,0
"299",2015-01-03 01:40:00,-4.802,0.456,316.9,63.07,999,0,0
"300",2015-01-03 01:50:00,-5.06,0.312,269.8,63.36,999,0,0
"301",2015-01-03 02:00:00,-5.024,0.719,269.4,63.63,999,0,0
"302",2015-01-03 02:10:00,-4.71,1.441,317.5,62.49,999,0,0
"303",2015-01-03 02:20:00,-4.486,1.425,317.3,62.46,999,0,0
"304",2015-01-03 02:30:00,-4.509,1.729,322.3,61.52,999,0,0
"305",2015-01-03 02:40:00,-4.58,1.52,322.4,60.69,999,0,0
"306",2015-01-03 02:50:00,-4.756,0.953,310.4,60.72,999,0,0
"307",2015-01-03 03:00:00,-4.992,0.562,348.8,61.19,999,0,0
"308",2015-01-03 03:10:00,-5.086,1.215,22.41,61.79,999,0,0
"309",2015-01-03 03:20:00,-4.978,1.635,358.6,62.09,999,0,0
"310",2015-01-03 03:30:00,-5.003,1.184,334.8,62.15,1000,0,0
"311",2015-01-03 03:40:00,-5.184,1.032,335.2,62.7,999,0,0
"312",2015-01-03 03:50:00,-5.398,1.145,347.6,63.32,999,0,0
"313",2015-01-03 04:00:00,-5.492,1.333,8.36,64,999,0,0
"314",2015-01-03 04:10:00,-5.486,0.932,347.3,64.3,1000,0,0
"315",2015-01-03 04:20:00,-5.722,0.822,325.3,64.68,1000,0,0
"316",2015-01-03 04:30:00,-5.909,0.754,336.1,65.62,1000,0,0
"317",2015-01-03 04:40:00,-6.013,0.823,333.1,66.2,1000,0,0
"318",2015-01-03 04:50:00,-6.086,0.928,337.3,66.68,1000,0,0
"319",2015-01-03 05:00:00,-6.042,0.847,348.8,66.49,1000,0,0
"320",2015-01-03 05:10:00,-6.091,1.087,37.84,66.31,1001,0,0
"321",2015-01-03 05:20:00,-5.949,1.48,26.02,66.78,1000,0,0
"322",2015-01-03 05:30:00,-5.786,1.908,34.28,66.68,1000,0,0
"323",2015-01-03 05:40:00,-5.844,1.695,36.5,66.76,1001,0,0
"324",2015-01-03 05:50:00,-5.968,1.343,12.92,66.8,1001,0,0
"325",2015-01-03 06:00:00,-6.167,0.84,18.4,66.87,1001,0,0
"326",2015-01-03 06:10:00,-6.307,0.934,10.81,67.1,1001,0,0
"327",2015-01-03 06:20:00,-6.361,1.013,15.87,67.27,1001,0,0
"328",2015-01-03 06:30:00,-6.356,1.069,353.8,67.18,1001,0,0
"329",2015-01-03 06:40:00,-6.438,0.899,3.582,66.65,1001,0,0
"330",2015-01-03 06:50:00,-6.5,0.464,22.77,65.77,1001,0,0
"331",2015-01-03 07:00:00,-6.692,0.465,10.17,65.85,1002,0,0
"332",2015-01-03 07:10:00,-6.829,0.527,307.4,65.91,1002,0,0
"333",2015-01-03 07:20:00,-6.961,0.996,288.2,66.54,1002,0,0
"334",2015-01-03 07:30:00,-6.984,0.79,324.2,66.92,1002,1.759,0
"335",2015-01-03 07:40:00,-6.914,0.436,328.3,66.67,1002,9.64,0
"336",2015-01-03 07:50:00,-6.984,0.062,289,66.38,1002,21.66,0
"337",2015-01-03 08:00:00,-6.946,0.479,305.5,66.3,1002,35.73,0
"338",2015-01-03 08:10:00,-6.767,0.461,308.4,66.26,1003,49.81,0
"339",2015-01-03 08:20:00,-6.43,0.433,49.34,65.74,1003,60.62,0
"340",2015-01-03 08:30:00,-6.24,0.436,133.1,64.79,1002,74.78,0
"341",2015-01-03 08:40:00,-6.111,0.307,263.4,65.24,1003,88.3,0
"342",2015-01-03 08:50:00,-5.926,0.407,264.6,65.37,1003,99.4,0
"343",2015-01-03 09:00:00,-5.712,0.049,261.3,64.62,1003,111.6,0
"344",2015-01-03 09:10:00,-5.349,0.04,18.82,64.07,1003,134.2,0
"345",2015-01-03 09:20:00,-4.841,0.376,259.9,63.54,1003,156.4,0
"346",2015-01-03 09:30:00,-4.352,0.573,198.3,62.87,1003,149.4,0
"347",2015-01-03 09:40:00,-4.384,0.905,143.9,63.99,1003,137.1,0
"348",2015-01-03 09:50:00,-4.464,1.842,130,62.97,1003,112.4,0
"349",2015-01-03 10:00:00,-4.687,1.638,141.4,61.5,1003,90.2,0
"350",2015-01-03 10:10:00,-4.798,2.196,150.5,61.47,1003,83.6,0
"351",2015-01-03 10:20:00,-4.883,1.372,167.9,61.96,1003,90.1,0
"352",2015-01-03 10:30:00,-4.807,1.088,155.3,62.25,1003,121,0
